Ano;LPA;P_L;VPA;P_VP;P_EBIT;P_EBITDA;P_Ativos;Ebitda;Marg_Ebitda;PSR;ROE;ROA;ROIC;EV_EBIT;EV_EBITDA;Div_Yield;Div_Payout;Beta;Valorizacao;Negocios_dia;Volume_diario;Ticker
2013;1.43;10.35;10.62;1.39;18.13;0.0;0.3;0.0;0.0;0.43;0.13;0.03;0.03;26.3;0.0;0.0453;0.34;0.44;0.04;2489;11;SULA11
2014;1.63;7.91;11.74;1.1;21.99;0.0;0.24;0.0;0.0;0.33;0.14;0.03;0.02;31.85;0.0;0.031;0.22;0.43;-0.08;3233;14;SULA11
2015;2.17;8.59;13.0;1.43;21.07;0.0;0.32;0.0;0.0;0.42;0.17;0.04;0.03;17.1;0.0;0.0279;0.21;0.58;0.58;3923;17;SULA11
2016;2.05;8.77;14.79;1.22;31.61;24.76;0.28;248.0;0.02;0.38;0.14;0.03;0.02;18.34;14.37;0.0294;0.22;0.68;0.02;3639;14;SULA11
2017;1.97;9.47;14.31;1.3;16.72;14.97;0.31;491.0;0.03;0.41;0.14;0.03;0.05;6.34;5.68;0.0322;0.21;0.36;0.25;3759;16;SULA11
2018;2.3;12.44;15.95;1.79;14.74;13.84;0.44;815.0;0.04;0.57;0.14;0.04;0.08;1.56;1.47;0.0199;0.2;0.5;0.55;4881;33;SULA11
2019;3.0;19.96;18.13;3.3;25.07;22.27;0.83;1060.0;0.05;1.09;0.17;0.04;0.08;0.11;0.1;0.0105;0.18;0.42;1.17;7155;87;SULA11
2020;5.85;7.58;20.18;2.2;18.19;15.17;0.64;1174.0;0.06;0.93;0.29;0.08;0.09;0.13;0.1;0.0417;0.35;0.92;-0.26;16039;152;SULA11
2021;5.78;6.11;20.03;1.76;13.78;11.57;0.51;1227.0;0.07;0.76;0.29;0.08;0.1;-0.02;-0.02;0.0455;0.38;0.86;-0.17;16537;143;SULA11
2017;0.66;9.44;4.77;1.3;16.66;14.92;0.31;491.0;0.03;0.41;0.14;0.03;0.05;6.34;5.68;0.0323;0.21;1.2;-0.38;4;0;SULA4
2018;0.77;10.25;5.32;1.48;12.13;11.4;0.36;815.0;0.04;0.47;0.14;0.04;0.08;1.56;1.47;0.0242;0.2;0.48;0.27;3;0;SULA4
2019;1.0;17.82;6.04;2.95;22.38;19.88;0.74;1060.0;0.05;0.97;0.17;0.04;0.08;0.11;0.1;0.0118;0.18;0.25;1.45;6;0;SULA4
2020;1.95;6.84;6.73;1.98;16.42;13.69;0.58;1174.0;0.06;0.84;0.29;0.08;0.09;0.13;0.1;0.045700000000000005;0.35;0.92;-0.24;60;0;SULA4
2021;1.93;5.75;6.68;1.66;12.97;10.89;0.48;1227.0;0.07;0.72;0.29;0.08;0.1;-0.02;-0.02;0.0478;0.38;0.8;-0.14;258;0;SULA4
2002;7.31;4.72;38.73;0.89;1.97;0.0;0.27;0.0;0.0;0.43;0.19;0.06;0.15;30.1;0.0;0.0675;0.0;0.64;0.61;187;6;GGBR4
2003;8.65;7.05;32.8;1.86;5.06;0.0;0.63;0.0;0.0;0.68;0.26;0.09;0.14;33.13;0.0;0.041299999999999996;0.0;0.64;1.49;348;10;GGBR4
2004;11.1;4.28;25.79;1.84;3.04;0.0;0.75;0.0;0.0;0.72;0.43;0.18;0.28;12.87;0.0;0.048;0.0;1.09;0.65;767;26;GGBR4
2005;7.41;5.3;22.94;1.71;3.98;3.34;0.79;5203.0;0.24;0.82;0.32;0.15;0.22;13.88;11.64;0.0593;0.33;1.2;0.37;1087;32;GGBR4
2006;5.3;6.59;19.22;1.82;5.77;4.61;0.86;5017.0;0.21;0.98;0.28;0.13;0.16;15.47;12.35;0.0407;0.3;1.18;0.4;1238;39;GGBR4
2007;6.5;7.99;25.12;2.07;6.98;5.51;0.83;6249.0;0.2;1.12;0.26;0.1;0.13;13.95;11.01;0.0254;0.15;1.08;0.47;2099;71;GGBR4
2008;3.48;4.32;17.63;0.85;2.63;2.13;0.36;10024.0;0.24;0.51;0.2;0.08;0.14;9.37;7.6;0.0823;0.33;1.21;-0.38;5156;116;GGBR4
2009;0.71;41.15;15.49;1.88;48.82;15.97;0.93;2592.0;0.1;1.56;0.05;0.02;0.02;79.52;26.01;0.0103;0.33;1.33;0.83;8260;132;GGBR4
2010;1.63;13.87;13.39;1.69;9.36;6.16;0.8;5538.0;0.18;1.09;0.12;0.06;0.09;17.94;11.81;0.0168;0.41;1.26;-0.22;7836;134;GGBR4
2011;1.23;11.78;15.55;0.93;8.59;5.32;0.49;4651.0;0.13;0.7;0.08;0.04;0.07;21.54;13.33;0.022799999999999997;0.26;1.27;-0.36;11505;126;GGBR4
2012;0.88;20.37;16.93;1.06;12.99;7.3;0.57;4176.0;0.11;0.8;0.05;0.03;0.05;27.72;15.59;0.0167;0.35;1.2;0.25;13105;122;GGBR4
2013;0.99;18.44;18.79;0.98;11.34;6.53;0.54;4784.0;0.12;0.78;0.05;0.03;0.05;23.74;13.67;0.0125;0.25;0.86;-0.01;15069;115;GGBR4
2014;0.87;10.97;19.51;0.49;5.63;3.19;0.26;5126.0;0.12;0.38;0.04;0.02;0.05;22.97;12.99;0.026099999999999998;0.31;0.64;-0.46;14532;81;GGBR4
2015;-2.72;-1.71;18.95;0.25;-2.44;-12.91;0.11;-608.0;-0.01;0.18;-0.14;-0.07;-0.05;-22.54;-119.25;0.0473;-0.08;1.1;-0.47;15695;64;GGBR4
2016;-1.68;-6.44;14.12;0.77;-11.35;20.65;0.34;900.0;0.02;0.49;-0.12;-0.05;-0.04;-41.2;74.93;0.0046;-0.03;1.66;1.39;20623;112;GGBR4
2017;-0.2;-63.17;13.89;0.89;19.34;6.67;0.42;3193.0;0.09;0.58;-0.01;-0.01;0.03;59.99;20.69;0.004;-0.26;1.33;0.15;16752;111;GGBR4
2018;1.35;10.96;15.08;0.98;6.3;4.29;0.5;5939.0;0.13;0.55;0.09;0.05;0.09;15.93;10.86;0.0169;0.26;1.17;0.16;19955;193;GGBR4
2019;0.71;28.21;15.8;1.27;10.8;6.54;0.64;5258.0;0.13;0.87;0.04;0.02;0.07;19.68;11.92;0.013999999999999999;0.4;0.99;0.34;19424;182;GGBR4
2020;1.39;17.6;18.08;1.35;8.1;5.52;0.67;7616.0;0.17;0.96;0.08;0.04;0.1;12.09;8.24;0.0131;0.11;1.2;0.19;29796;274;GGBR4
2021;2.7;11.22;20.17;1.5;6.29;4.82;0.77;10792.0;0.21;1.02;0.13;0.07;0.15;7.65;5.87;0.0271;0.14;0.91;0.18;33996;466;GGBR4
2002;7.31;3.64;38.73;0.69;1.52;0.0;0.21;0.0;0.0;0.33;0.19;0.06;0.15;30.1;0.0;0.0876;0.0;0.61;0.25;2;0;GGBR3
2003;8.65;5.97;32.8;1.57;4.28;0.0;0.54;0.0;0.0;0.57;0.26;0.09;0.14;33.13;0.0;0.048799999999999996;0.0;0.53;1.7;2;0;GGBR3
2004;11.1;3.74;25.79;1.61;2.66;0.0;0.66;0.0;0.0;0.62;0.43;0.18;0.28;12.87;0.0;0.054900000000000004;0.0;0.36;0.73;13;0;GGBR3
2005;7.41;4.01;22.94;1.29;3.01;2.52;0.6;5203.0;0.24;0.62;0.32;0.15;0.22;13.88;11.64;0.0785;0.33;0.84;0.19;120;2;GGBR3
2006;5.3;5.88;19.22;1.62;5.15;4.11;0.77;5017.0;0.21;0.88;0.28;0.13;0.16;15.47;12.35;0.045599999999999995;0.3;0.98;0.66;122;3;GGBR3
2007;6.5;6.53;25.12;1.69;5.71;4.51;0.68;6249.0;0.2;0.92;0.26;0.1;0.13;13.95;11.01;0.0311;0.15;0.9;0.42;184;4;GGBR3
2008;3.48;3.46;17.63;0.68;2.11;1.71;0.29;10024.0;0.24;0.41;0.2;0.08;0.14;9.37;7.6;0.10289999999999999;0.33;1.14;-0.38;484;7;GGBR3
2009;0.71;31.29;15.49;1.43;37.12;12.14;0.71;2592.0;0.1;1.19;0.05;0.02;0.02;79.52;26.01;0.013500000000000002;0.33;1.25;0.75;756;5;GGBR3
2010;1.63;10.26;13.39;1.25;6.92;4.56;0.59;5538.0;0.18;0.8;0.12;0.06;0.09;17.94;11.81;0.0227;0.41;1.22;-0.24;770;7;GGBR3
2011;1.23;9.95;15.55;0.79;7.25;4.49;0.42;4651.0;0.13;0.59;0.08;0.04;0.07;21.54;13.33;0.0269;0.26;1.21;-0.27;668;5;GGBR3
2012;0.88;17.5;16.93;0.91;11.16;6.28;0.49;4176.0;0.11;0.69;0.05;0.03;0.05;27.72;15.59;0.0195;0.35;1.04;0.26;388;2;GGBR3
2013;0.99;15.17;18.79;0.8;9.33;5.38;0.44;4784.0;0.12;0.65;0.05;0.03;0.05;23.74;13.67;0.0152;0.25;0.77;-0.06;427;2;GGBR3
2014;0.87;9.21;19.51;0.41;4.73;2.67;0.22;5126.0;0.12;0.32;0.04;0.02;0.05;22.97;12.99;0.0311;0.31;0.61;-0.45;223;1;GGBR3
2015;-2.72;-1.28;18.95;0.18;-1.83;-9.66;0.08;-608.0;-0.01;0.13;-0.14;-0.07;-0.05;-22.54;-119.25;0.0632;-0.08;1.1;-0.56;646;2;GGBR3
2016;-1.68;-4.71;14.12;0.56;-8.3;15.1;0.25;900.0;0.02;0.36;-0.12;-0.05;-0.04;-41.2;74.93;0.0063;-0.03;1.48;1.39;593;2;GGBR3
2017;-0.2;-52.92;13.89;0.75;16.2;5.59;0.35;3193.0;0.09;0.48;-0.01;-0.01;0.03;59.99;20.69;0.0048;-0.26;1.16;0.36;921;4;GGBR3
2018;1.35;9.05;15.08;0.81;5.2;3.54;0.41;5939.0;0.13;0.46;0.09;0.05;0.09;15.93;10.86;0.0204;0.26;0.91;0.15;266;1;GGBR3
2019;0.71;24.14;15.8;1.08;9.24;5.6;0.54;5258.0;0.13;0.74;0.04;0.02;0.07;19.68;11.92;0.016399999999999998;0.4;0.68;0.41;160;1;GGBR3
2020;1.39;14.6;18.08;1.12;6.71;4.58;0.55;7616.0;0.17;0.8;0.08;0.04;0.1;12.09;8.24;0.0158;0.11;0.93;0.17;393;2;GGBR3
2021;2.7;9.65;20.17;1.29;5.41;4.15;0.66;10792.0;0.21;0.88;0.13;0.07;0.15;7.65;5.87;0.0315;0.14;0.83;0.25;708;4;GGBR3
2012;-6.71;-4.02;49.26;0.55;-2.09;-3.12;0.19;-333.0;-0.07;0.23;-0.14;-0.05;-0.11;-5.7;-8.53;0.0096;-0.29;0.24;-0.2;48;1;CLSC4
2013;5.19;3.55;55.4;0.33;4.86;2.0;0.13;354.0;0.07;0.15;0.09;0.04;0.03;18.42;7.59;0.0717;0.0;0.31;-0.3;52;0;CLSC4
2014;13.3;1.12;60.75;0.25;0.73;0.57;0.09;1005.0;0.16;0.09;0.22;0.08;0.16;3.92;3.07;0.0134;0.1;0.18;-0.06;64;0;CLSC4
2015;3.4;2.94;57.66;0.17;4.01;1.08;0.05;357.0;0.05;0.06;0.06;0.02;0.02;30.12;8.11;0.3934;1.11;0.47;-0.16;61;0;CLSC4
2016;-0.26;-61.29;53.8;0.3;6.52;-4.32;0.07;-142.0;-0.02;0.1;0.0;0.0;0.01;27.04;-17.92;0.0629;-2.8;0.47;0.72;33;0;CLSC4
2017;1.76;15.37;47.76;0.57;3.42;2.0;0.12;523.0;0.07;0.15;0.04;0.01;0.04;8.46;4.95;0.0;0.01;0.64;0.72;30;0;CLSC4
2018;4.3;11.59;46.67;1.07;4.86;3.15;0.2;611.0;0.08;0.25;0.09;0.02;0.05;8.57;5.56;0.01;0.09;0.34;0.87;25;1;CLSC4
2019;7.36;6.99;36.48;1.41;4.0;2.74;0.21;725.0;0.09;0.25;0.2;0.03;0.06;7.58;5.2;0.013600000000000001;0.13;0.24;0.06;23;0;CLSC4
2020;13.46;4.19;51.44;1.1;3.19;2.36;0.2;923.0;0.1;0.25;0.26;0.05;0.08;5.08;3.76;0.0369;0.13;0.44;0.11;44;1;CLSC4
2021;14.88;4.66;56.6;1.22;3.56;2.69;0.25;994.0;0.11;0.29;0.26;0.05;0.09;4.81;3.64;0.03;0.12;0.49;0.29;31;0;CLSC4
2007;9.28;5.98;40.81;1.36;4.57;3.66;0.51;585.0;0.18;0.68;0.23;0.08;0.12;6.07;4.85;0.031400000000000004;0.27;-0.19;0.54;2;0;CLSC3
2008;7.54;6.36;45.86;1.05;4.19;3.18;0.42;582.0;0.17;0.53;0.16;0.07;0.11;6.48;4.92;0.0146;0.31;-0.37;0.3;3;1;CLSC3
2009;4.77;9.01;48.84;0.88;7.82;4.76;0.38;349.0;0.1;0.45;0.1;0.04;0.05;13.49;8.2;0.04190000000000001;0.37;0.06;0.01;2;0;CLSC3
2010;7.08;7.06;50.3;0.99;7.06;4.49;0.39;430.0;0.11;0.48;0.14;0.05;0.06;9.89;6.28;0.055999999999999994;0.15;0.1;0.09;2;1;CLSC3
2011;8.4;9.76;56.36;1.45;7.2;5.32;0.59;595.0;0.14;0.75;0.15;0.06;0.1;5.89;4.35;0.0;0.18;-1.94;0.66;1;0;CLSC3
2012;-6.71;-5.51;49.26;0.75;-2.86;-4.28;0.27;-333.0;-0.07;0.31;-0.14;-0.05;-0.11;-5.7;-8.53;0.006500000000000001;-0.29;-4.87;-0.58;3;0;CLSC3
2013;5.19;7.71;55.4;0.72;10.57;4.36;0.27;354.0;0.07;0.32;0.09;0.04;0.03;18.42;7.59;0.03;0.0;0.47;0.08;2;2;CLSC3
2014;13.3;3.01;60.75;0.66;1.96;1.53;0.25;1005.0;0.16;0.25;0.22;0.08;0.16;3.92;3.07;0.0045000000000000005;0.1;-10.63;0.34;10;0;CLSC3
2015;3.4;8.83;57.66;0.52;12.05;3.24;0.14;357.0;0.05;0.17;0.06;0.02;0.02;30.12;8.11;0.1193;1.11;-1.88;-0.14;2;0;CLSC3
2016;-0.26;-82.93;53.8;0.4;8.82;-5.85;0.1;-142.0;-0.02;0.14;0.0;0.0;0.01;27.04;-17.92;0.04650000000000001;-2.8;0.67;-0.23;2;0;CLSC3
2017;1.76;17.02;47.76;0.63;3.78;2.21;0.13;523.0;0.07;0.16;0.04;0.01;0.04;8.46;4.95;0.0;0.01;0.25;0.37;2;0;CLSC3
2018;4.3;10.69;46.67;0.99;4.48;2.91;0.18;611.0;0.08;0.23;0.09;0.02;0.05;8.57;5.56;0.01;0.09;-0.08;0.28;5;0;CLSC3
2019;7.36;6.52;36.48;1.32;3.72;2.55;0.19;725.0;0.09;0.23;0.2;0.03;0.06;7.58;5.2;0.0131;0.13;0.29;-0.11;0;0;CLSC3
2020;13.46;4.46;51.44;1.17;3.39;2.51;0.22;923.0;0.1;0.26;0.26;0.05;0.08;5.08;3.76;0.0317;0.13;-0.03;0.25;7;0;CLSC3
2021;14.88;4.7;56.6;1.24;3.6;2.72;0.26;994.0;0.11;0.29;0.26;0.05;0.09;4.81;3.64;0.0271;0.12;-0.2;0.18;6;0;CLSC3
2007;0.26;65.99;4.78;3.54;45.69;0.0;2.15;0.0;0.0;5.55;0.05;0.03;0.05;47.92;0.0;0.0;0.0;0.79;0.52;143;6;EVEN3
2008;0.41;7.09;4.5;0.64;4.88;4.66;0.3;111.0;0.13;0.63;0.09;0.04;0.06;26.92;25.67;0.0172;0.08;0.72;-0.83;81;2;EVEN3
2009;0.77;11.06;5.13;1.66;8.08;7.98;0.67;191.0;0.16;1.31;0.15;0.06;0.08;16.82;16.62;0.009399999999999999;0.1;0.63;2.03;182;2;EVEN3
2010;1.11;7.78;6.04;1.42;5.92;5.83;0.62;344.0;0.18;1.02;0.18;0.08;0.13;8.71;8.59;0.019799999999999998;0.11;0.89;0.06;906;9;EVEN3
2011;1.01;6.14;6.83;0.9;5.11;5.04;0.41;286.0;0.15;0.76;0.15;0.07;0.09;11.59;11.42;0.0421;0.25;1.25;-0.27;2150;10;EVEN3
2012;1.17;8.06;7.74;1.21;6.71;6.51;0.58;337.0;0.16;1.01;0.15;0.07;0.1;9.99;9.7;0.0245;0.19;1.06;0.53;4726;15;EVEN3
2013;1.41;5.78;9.92;0.82;5.74;5.52;0.4;345.0;0.14;0.77;0.14;0.07;0.08;10.29;9.89;0.0319;0.19;0.91;-0.11;5627;19;EVEN3
2014;1.22;4.47;10.74;0.51;5.89;5.36;0.25;228.0;0.1;0.56;0.11;0.06;0.05;16.53;15.06;0.0533;0.24;1.03;-0.29;5902;14;EVEN3
2015;0.7;5.9;11.47;0.36;9.32;8.4;0.17;105.0;0.05;0.4;0.06;0.03;0.02;38.05;34.28;0.06309999999999999;0.39;0.85;-0.18;4612;9;EVEN3
2016;0.18;20.3;10.75;0.34;-32.02;-21.55;0.17;-39.0;-0.02;0.48;0.02;0.01;-0.01;-141.06;-94.93;0.045899999999999996;0.9;0.7;-0.04;2305;4;EVEN3
2017;-1.52;-3.77;8.91;0.64;-3.51;-3.73;0.27;-346.0;-0.22;0.82;-0.17;-0.07;-0.09;-9.04;-9.61;0.0;0.0;1.22;0.54;2574;4;EVEN3
2018;-0.65;-9.23;8.33;0.72;-8.04;-8.79;0.27;-148.0;-0.1;0.88;-0.08;-0.03;-0.04;-18.81;-20.57;0.0;0.0;1.14;0.03;2395;4;EVEN3
2019;0.65;23.78;8.65;1.8;19.86;18.46;0.68;183.0;0.1;1.77;0.08;0.03;0.04;16.26;15.11;0.0;0.0;1.01;1.55;5113;15;EVEN3
2020;0.26;46.33;11.7;1.03;9.33;9.09;0.49;280.0;0.17;1.52;0.02;0.01;0.07;5.33;5.19;0.0116;0.53;1.38;-0.24;8464;29;EVEN3
2021;0.5;20.45;12.28;0.84;6.57;6.41;0.39;341.0;0.18;1.12;0.04;0.02;0.08;3.59;3.5;0.0727;0.27;1.03;-0.05;6080;16;EVEN3
2013;0.93;25.15;3.6;6.52;21.48;18.74;3.66;157.0;0.34;6.45;0.26;0.15;0.28;15.7;13.7;0.0;0.29;0.25;0.37;1137;12;SEER3
2014;1.71;17.31;5.0;5.92;16.11;14.59;2.97;254.0;0.36;5.26;0.34;0.17;0.21;10.07;9.12;0.0101;0.14;0.55;0.3;1216;8;SEER3
2015;1.3;5.91;6.05;1.27;4.4;3.52;0.52;274.0;0.27;0.95;0.22;0.09;0.14;11.16;8.91;0.0039000000000000003;0.07;0.88;-0.72;2145;7;SEER3
2016;1.84;10.12;7.59;2.46;7.87;6.54;1.16;357.0;0.32;2.08;0.24;0.11;0.19;7.72;6.42;0.0102;0.1;0.9;1.52;1673;5;SEER3
2017;1.43;21.94;10.86;2.88;16.97;13.53;1.73;321.0;0.26;3.53;0.13;0.08;0.16;6.83;5.44;0.0086;0.17;0.91;0.72;2354;16;SEER3
2018;1.53;10.18;11.06;1.41;8.72;6.63;0.85;312.0;0.25;1.64;0.14;0.08;0.16;7.31;5.55;0.027000000000000003;0.29;0.75;-0.49;3164;14;SEER3
2019;1.06;26.07;10.16;2.73;13.74;9.13;1.4;391.0;0.31;2.8;0.1;0.05;0.12;8.54;5.68;0.08900000000000001;2.33;0.77;0.92;3701;16;SEER3
2020;1.3;12.04;11.08;1.41;6.4;4.11;0.65;489.0;0.39;1.61;0.12;0.05;0.13;7.18;4.61;0.0;0.16;0.95;-0.45;5095;19;SEER3
2021;1.39;13.25;11.31;1.63;7.58;4.86;0.75;488.0;0.39;1.9;0.12;0.06;0.12;7.51;4.82;0.006500000000000001;0.22;1.07;0.21;4269;13;SEER3
2008;3.82;1.78;10.31;0.66;1.66;1.54;0.55;390.0;0.44;0.68;0.37;0.31;0.52;9.47;8.8;0.16940000000000002;0.16;0.61;0.15;52;3;FESA4
2009;0.32;36.91;10.46;1.12;-1033.34;42.57;0.96;24.0;0.05;2.3;0.03;0.03;0.0;-3424.51;141.09;0.042699999999999995;1.18;0.55;0.84;295;3;FESA4
2010;1.53;8.79;11.66;1.15;9.35;8.16;1.0;146.0;0.22;1.76;0.13;0.11;0.17;26.78;23.37;0.020099999999999996;0.06;1.01;0.22;169;2;FESA4
2011;1.03;7.97;12.42;0.66;11.51;8.5;0.57;85.0;0.13;1.13;0.08;0.07;0.07;54.82;40.48;0.0414;0.33;1.08;-0.36;221;1;FESA4
2012;0.96;12.94;13.16;0.95;15.71;11.16;0.84;99.0;0.14;1.56;0.07;0.07;0.07;50.39;35.79;0.018500000000000003;0.27;0.53;0.61;185;1;FESA4
2013;0.84;15.74;13.79;0.96;15.13;10.33;0.84;113.0;0.14;1.46;0.06;0.05;0.07;46.24;31.57;0.013600000000000001;0.27;0.33;0.08;122;1;FESA4
2014;1.05;8.25;14.46;0.6;10.23;6.99;0.53;110.0;0.13;0.93;0.07;0.06;0.06;47.33;32.32;0.0311;0.33;0.23;-0.31;74;0;FESA4
2015;1.99;3.54;15.16;0.47;2.87;2.49;0.38;250.0;0.27;0.67;0.13;0.11;0.15;17.14;14.88;0.1303;0.3;0.62;0.01;214;1;FESA4
2016;0.8;9.65;15.36;0.51;114.23;10.92;0.41;63.0;0.06;0.63;0.05;0.04;0.0;591.25;56.5;0.10310000000000001;0.04;0.39;0.22;476;1;FESA4
2017;3.07;6.67;17.23;1.19;7.32;5.82;0.97;311.0;0.28;1.63;0.18;0.15;0.19;13.51;10.75;0.0616;0.53;0.56;1.91;606;2;FESA4
2018;3.52;5.81;19.8;1.03;4.8;3.9;0.68;464.0;0.34;1.31;0.18;0.12;0.16;10.34;8.39;0.0567;0.35;0.84;-0.01;935;5;FESA4
2019;2.51;7.96;20.81;0.96;9.87;6.16;0.64;287.0;0.22;1.38;0.12;0.08;0.07;22.93;14.31;0.064;0.51;0.81;0.03;891;5;FESA4
2020;0.8;23.77;20.05;0.95;6.05;4.21;0.6;401.0;0.25;1.04;0.04;0.03;0.11;14.45;10.05;0.047599999999999996;0.68;0.61;0.0;1146;5;FESA4
2021;1.48;28.88;20.61;2.08;10.28;7.73;1.34;489.0;0.27;2.11;0.07;0.05;0.15;11.03;8.29;0.026099999999999998;0.58;0.47;1.21;1898;15;FESA4
2019;1.48;23.69;5.56;6.33;15.73;0.0;1.88;0.0;0.0;2.9;0.27;0.08;0.15;18.48;0.0;0.0;0.0;0.74;1.86;2677;20;SBFG3
2020;-0.46;-64.19;8.06;3.69;-99.85;43.01;1.16;167.0;0.07;2.99;-0.06;-0.02;-0.01;-139.51;60.1;0.0;0.0;1.27;-0.21;8693;66;SBFG3
2021;-0.65;-57.87;8.13;4.62;-86.53;43.36;1.46;210.0;0.08;3.35;-0.08;-0.03;-0.02;-99.45;49.83;0.0;0.0;0.0;0.32;5802;39;SBFG3
1999;2.07;12.09;28.15;0.89;12.52;0.0;0.69;0.0;0.0;2.31;0.07;0.06;0.06;76.65;0.0;0.0;0.0;0.0;0.71;50;2;VIVT3
2000;3.09;6.03;29.26;0.64;4.59;0.0;0.46;0.0;0.0;1.26;0.11;0.08;0.11;37.69;0.0;0.0;0.0;0.83;-0.22;117;6;VIVT3
2001;3.36;7.49;29.73;0.85;5.49;0.0;0.55;0.0;0.0;1.38;0.11;0.07;0.11;34.36;0.0;0.0;0.0;0.78;0.43;32;1;VIVT3
2002;2.19;10.38;29.34;0.77;5.39;0.0;0.5;0.0;0.0;1.11;0.07;0.05;0.1;37.73;0.0;0.0828;0.0;0.58;0.02;26;0;VIVT3
2003;3.22;11.34;24.86;1.47;7.21;0.0;0.9;0.0;0.0;1.53;0.13;0.08;0.13;30.77;0.0;0.2003;0.0;0.65;1.0;36;1;VIVT3
2004;4.42;10.52;23.09;2.01;6.94;0.0;1.22;0.0;0.0;1.72;0.19;0.12;0.19;23.16;0.0;0.1267;0.0;0.81;0.47;33;1;VIVT3
2005;5.17;7.25;20.74;1.81;4.76;0.0;0.98;0.0;0.0;1.28;0.25;0.13;0.22;19.69;0.0;0.1913;0.0;0.43;0.03;36;1;VIVT3
2006;5.57;8.5;20.97;2.26;5.62;0.0;1.32;0.0;0.0;1.63;0.27;0.16;0.26;17.91;0.0;0.12279999999999999;0.0;0.39;0.5;34;1;VIVT3
2007;4.68;9.95;19.58;2.37;6.45;0.0;1.24;0.0;0.0;1.6;0.24;0.12;0.21;21.16;0.0;0.1168;0.0;0.57;0.08;56;2;VIVT3
2008;4.79;7.73;19.86;1.86;5.02;0.0;0.94;0.0;0.0;1.17;0.24;0.12;0.21;20.82;0.0;0.1273;0.0;0.26;-0.08;69;1;VIVT3
2009;4.3;8.83;19.88;1.91;5.72;3.28;0.94;5862.0;0.37;1.22;0.22;0.11;0.19;23.06;13.21;0.0717;0.68;0.09;0.11;46;1;VIVT3
2010;4.58;8.57;23.06;1.7;5.81;3.64;1.0;5460.0;0.35;1.26;0.2;0.12;0.22;21.67;13.58;0.0369;0.83;0.22;0.07;47;1;VIVT3
2011;3.88;12.31;38.55;1.24;9.27;5.17;0.82;10383.0;0.36;1.84;0.1;0.07;0.1;13.31;7.43;0.0393;1.23;0.26;0.3;46;1;VIVT3
2012;3.97;11.01;39.78;1.1;6.8;3.86;0.7;12705.0;0.37;1.45;0.1;0.06;0.13;10.35;5.88;0.058899999999999994;0.78;0.24;-0.03;59;1;VIVT3
2013;3.31;12.09;38.19;1.05;9.21;4.27;0.65;10520.0;0.3;1.29;0.09;0.05;0.09;15.61;7.23;0.11720000000000001;1.22;0.39;-0.01;71;1;VIVT3
2014;4.4;9.08;40.02;1.0;8.76;4.3;0.61;10412.0;0.3;1.28;0.11;0.07;0.08;15.05;7.4;0.0687;0.5;0.45;0.1;77;1;VIVT3
2015;2.03;16.78;40.6;0.84;10.95;4.76;0.56;12057.0;0.3;1.42;0.05;0.03;0.06;15.03;6.53;0.1024;1.08;0.57;-0.04;71;1;VIVT3
2016;2.42;15.06;40.95;0.89;9.66;4.39;0.6;14024.0;0.33;1.45;0.06;0.04;0.07;12.25;5.56;0.0527;0.73;0.7;0.25;77;1;VIVT3
2017;2.73;15.11;41.08;1.0;10.5;4.81;0.69;14488.0;0.34;1.61;0.07;0.05;0.07;11.8;5.41;0.0583;0.8;0.41;0.24;105;1;VIVT3
2018;5.28;7.82;42.35;0.98;7.39;3.92;0.68;17819.0;0.41;1.61;0.12;0.09;0.1;8.11;4.3;0.0908;0.46;0.52;0.09;114;1;VIVT3
2019;2.96;16.58;41.67;1.18;11.49;4.57;0.77;18134.0;0.41;1.87;0.07;0.05;0.07;11.69;4.65;0.0408;1.23;0.48;0.2;330;2;VIVT3
2020;2.82;16.48;41.13;1.13;11.95;4.42;0.72;17794.0;0.41;1.82;0.07;0.04;0.07;12.36;4.57;0.0785;1.1;0.51;0.04;1929;17;VIVT3
2021;2.7;15.73;41.41;1.02;11.26;4.04;0.64;17744.0;0.41;1.66;0.07;0.04;0.07;12.37;4.44;0.061799999999999994;1.15;0.46;-0.07;12392;120;VIVT3
2007;0.61;116.91;2.88;24.69;29.23;0.0;4.39;0.0;0.0;3.18;0.21;0.04;0.24;147.27;0.0;0.0;0.0;1.04;-0.17;867;53;BTOW3
2008;0.57;41.63;1.88;12.67;9.61;7.28;1.07;360.0;0.12;0.84;0.3;0.03;0.15;149.76;113.53;0.0055000000000000005;0.22;1.27;-0.67;1347;41;BTOW3
2009;0.45;105.35;2.23;21.41;14.59;12.38;2.27;426.0;0.11;1.39;0.2;0.02;0.2;113.11;95.94;0.0033;0.36;0.91;0.96;1595;27;BTOW3
2010;0.32;99.25;2.04;15.44;8.45;7.45;1.08;467.0;0.11;0.85;0.16;0.01;0.25;98.99;87.21;0.0032;0.31;0.94;-0.32;1920;26;BTOW3
2011;-0.56;-16.16;7.12;1.26;6.07;4.65;0.35;309.0;0.07;0.34;-0.08;-0.02;0.1;171.25;131.23;0.0067;-0.07;1.09;-0.72;2084;14;BTOW3
2012;-1.09;-15.65;6.19;2.75;16.53;10.47;0.56;254.0;0.05;0.55;-0.18;-0.04;0.07;253.42;160.52;0.0;0.0;1.43;0.79;2755;11;BTOW3
