Ano;LPA;P_L;VPA;P_VP;P_EBIT;P_EBITDA;P_Ativos;Ebitda;Marg_Ebitda;PSR;ROE;ROA;ROIC;EV_EBIT;EV_EBITDA;Div_Yield;Div_Payout;Beta;Valorizacao;Negocios_dia;Volume_diario;Ticker
2015;-0.93;-1.83;6.76;0.25;-2.34;30.2;0.08;5.0;0.0;0.08;-0.14;-0.04;-0.06;-33.47;432.56;0.0412;-0.06;0.5;-0.14;300;0;POSI3
2016;0.13;22.27;6.37;0.44;2.01;3.43;0.13;71.0;0.04;0.14;0.02;0.01;0.12;16.24;27.74;0.0;0.0;0.59;0.73;398;1;POSI3
2017;-0.54;-5.81;5.76;0.54;7.0;3.84;0.16;71.0;0.04;0.14;-0.09;-0.03;0.05;49.36;27.08;0.019299999999999998;-0.04;1.16;0.1;655;1;POSI3
2018;0.02;98.34;5.8;0.39;2.59;1.83;0.11;108.0;0.06;0.1;0.0;0.0;0.08;26.29;18.57;0.0;0.0;0.79;-0.3;483;1;POSI3
2019;0.25;40.67;6.08;1.68;9.04;6.63;0.46;135.0;0.07;0.47;0.04;0.01;0.09;20.54;15.08;0.0;0.0;0.65;3.25;1482;6;POSI3
2020;1.39;3.67;7.28;0.7;2.6;2.23;0.26;324.0;0.15;0.33;0.19;0.07;0.16;7.19;6.17;0.0059;0.03;1.26;-0.49;5386;17;POSI3
2021;1.76;6.95;7.74;1.58;5.23;4.5;0.59;385.0;0.15;0.69;0.23;0.08;0.18;6.06;5.22;0.0287;0.02;0.66;1.44;10274;72;POSI3
2009;5.5;9.81;27.78;1.94;7.26;6.02;1.29;1351.0;0.82;4.91;0.2;0.13;0.18;16.3;13.51;0.0796;0.77;0.45;0.2;3;0;TRPL3
2010;3.7;16.51;30.05;2.03;8.09;7.91;1.34;1172.0;0.52;4.11;0.12;0.08;0.17;16.2;15.85;0.0828;0.99;0.33;0.2;2;0;TRPL3
2011;6.0;9.0;29.73;1.82;5.81;5.67;0.98;1455.0;0.5;2.84;0.2;0.11;0.17;13.92;13.59;0.1094;1.0;0.12;-0.09;2;0;TRPL3
2012;5.54;8.04;33.26;1.34;4.72;4.62;0.69;1472.0;0.52;2.41;0.17;0.09;0.15;14.22;13.91;0.07980000000000001;0.63;-0.22;-0.14;5;0;TRPL3
2013;0.22;203.55;32.18;1.37;-32.29;-33.23;0.96;-202.0;-0.21;6.85;0.01;0.0;-0.03;-85.78;-88.27;0.0298;0.0;-0.19;0.0;3;0;TRPL3
2014;2.36;19.52;32.42;1.42;16.52;16.23;1.04;457.0;0.41;6.73;0.07;0.05;0.07;39.89;39.18;0.030899999999999997;1.11;0.2;0.11;3;0;TRPL3
2015;3.22;13.36;34.2;1.26;11.27;11.14;0.94;623.0;0.48;5.39;0.09;0.07;0.09;29.03;28.68;0.0528;0.7;0.07;-0.01;5;0;TRPL3
2016;30.06;1.96;62.51;0.94;1.31;1.31;0.65;7402.0;0.95;1.25;0.48;0.33;0.5;2.42;2.41;0.0254;0.02;0.04;0.39;3;0;TRPL3
2017;8.42;6.98;67.99;0.86;4.73;4.71;0.56;2057.0;0.76;3.58;0.12;0.08;0.12;9.05;9.01;0.051699999999999996;0.46;0.62;0.04;3;0;TRPL3
2018;11.51;5.99;68.6;1.0;4.61;4.6;0.61;2468.0;0.78;3.56;0.17;0.1;0.14;7.94;7.91;0.18230000000000002;1.09;0.23;0.4;4;0;TRPL3
2019;2.7;10.18;20.89;1.32;7.74;7.68;0.84;2361.0;0.71;5.49;0.13;0.08;0.12;7.61;7.55;0.054900000000000004;0.51;0.58;0.71;15;0;TRPL3
2020;5.13;5.72;21.44;1.37;4.37;4.28;0.79;4518.0;1.22;5.23;0.24;0.14;0.2;4.34;4.25;0.0593;0.22;0.2;0.14;23;0;TRPL3
2021;5.4;5.69;20.74;1.48;4.31;4.22;0.76;4791.0;1.2;5.09;0.26;0.13;0.19;4.5;4.41;0.1016;0.32;0.1;0.07;28;0;TRPL3
2021;0.23;70.52;0.81;20.39;41.22;32.78;4.9;179.0;0.23;7.65;0.29;0.07;0.16;42.14;33.51;0.0;0.31;0.27;-0.05;1950;15;MATD3
1998;0.19;16.11;2.86;1.05;19.46;0.0;0.49;0.0;0.0;0.93;0.07;0.03;0.03;199.99;0.0;0.0;0.0;0.0;-0.33;12;1;COCE5
1999;0.51;10.15;7.94;0.65;8.18;0.0;0.45;0.0;0.0;1.39;0.06;0.04;0.06;49.06;0.0;0.0;0.0;0.0;0.71;10;0;COCE5
2000;0.56;10.92;7.86;0.78;8.88;0.0;0.5;0.0;0.0;1.36;0.07;0.05;0.06;45.56;0.0;0.0;0.0;0.42;0.21;17;1;COCE5
2001;0.77;5.97;7.73;0.6;4.09;0.0;0.31;0.0;0.0;0.8;0.1;0.05;0.08;29.15;0.0;0.0848;0.0;0.18;-0.26;8;0;COCE5
2002;0.57;5.31;7.51;0.4;2.9;0.0;0.19;0.0;0.0;0.51;0.08;0.04;0.07;33.88;0.0;0.16;0.0;0.34;1.26;12;0;COCE5
2003;0.63;6.74;7.3;0.58;4.08;0.0;0.27;0.0;0.0;0.64;0.09;0.04;0.07;33.04;0.0;0.1981;0.0;-0.01;4.92;18;0;COCE5
2004;0.27;15.27;7.36;0.56;6.9;0.0;0.27;0.0;0.0;0.48;0.04;0.02;0.04;57.03;0.0;0.053399999999999996;0.0;0.32;-0.02;36;0;COCE5
2005;1.27;5.61;4.71;1.51;4.61;0.0;0.46;0.0;0.0;0.7;0.27;0.08;0.11;22.0;0.0;0.0859;0.0;0.5;0.91;22;0;COCE5
2006;1.97;5.83;5.01;2.29;4.2;0.0;0.71;0.0;0.0;1.05;0.39;0.12;0.18;12.14;0.0;0.0472;0.0;0.28;0.67;39;1;COCE5
2007;3.24;6.64;10.92;1.97;4.59;0.0;0.65;0.0;0.0;0.98;0.3;0.1;0.16;14.31;0.0;0.0;0.0;0.34;-0.08;83;2;COCE5
2008;4.47;5.03;11.78;1.91;3.86;0.0;0.63;0.0;0.0;0.91;0.38;0.13;0.17;12.08;0.0;0.13970000000000002;0.0;0.44;0.22;51;1;COCE5
2009;4.34;7.11;13.33;2.31;5.36;0.0;0.83;0.0;0.0;1.12;0.33;0.12;0.16;12.38;0.0;0.1096;0.0;0.17;0.61;105;2;COCE5
2010;6.08;4.65;17.42;1.62;3.32;2.73;0.72;807.0;0.28;0.77;0.35;0.15;0.24;8.15;6.69;0.09699999999999999;0.45;0.26;-0.02;126;2;COCE5
2011;6.08;5.67;18.89;1.82;4.31;3.55;0.8;755.0;0.29;1.02;0.32;0.14;0.22;8.73;7.19;0.12390000000000001;0.7;0.37;0.4;213;2;COCE5
2012;5.41;8.32;20.04;2.25;6.45;5.33;0.98;657.0;0.23;1.21;0.27;0.12;0.17;9.95;8.22;0.0789;0.65;0.19;0.41;209;3;COCE5
2013;2.04;20.57;20.11;2.09;13.08;8.14;0.97;402.0;0.14;1.15;0.1;0.05;0.09;21.91;13.63;0.0655;1.34;0.36;-0.01;231;3;COCE5
2014;3.24;12.22;22.03;1.8;5.96;4.39;0.76;702.0;0.19;0.85;0.15;0.06;0.15;11.1;8.18;0.025;0.3;0.28;-0.03;129;2;COCE5
2015;4.68;7.7;25.75;1.4;5.55;4.24;0.61;661.0;0.16;0.68;0.18;0.08;0.13;11.67;8.92;0.015;0.11;0.46;0.0;80;1;COCE5
2016;5.05;9.9;29.71;1.68;6.96;0.0;0.79;0.0;0.0;0.95;0.17;0.08;0.13;9.97;0.0;0.018600000000000002;0.18;0.31;0.44;68;1;COCE5
2017;5.63;9.73;33.16;1.65;6.89;5.28;0.75;808.0;0.18;0.93;0.17;0.08;0.13;9.24;7.08;0.0363;0.35;0.31;0.17;43;1;COCE5
2018;4.71;10.18;36.76;1.31;7.2;5.04;0.58;741.0;0.15;0.73;0.13;0.06;0.09;12.31;8.62;0.0227;0.23;0.35;-0.09;52;1;COCE5
2019;5.21;11.97;40.0;1.56;8.62;5.82;0.56;835.0;0.16;0.9;0.13;0.05;0.07;11.84;8.0;0.0;0.36;0.09;0.32;65;2;COCE5
2020;3.43;17.5;41.49;1.45;11.86;5.66;0.5;825.0;0.14;0.8;0.08;0.03;0.05;17.5;8.35;0.0353;0.34;0.32;0.0;151;2;COCE5
2021;3.46;17.08;42.48;1.39;11.96;5.49;0.47;837.0;0.14;0.77;0.08;0.03;0.05;18.88;8.66;0.0;0.48;0.29;-0.03;122;1;COCE5
1998;0.19;21.48;2.86;1.4;25.95;0.0;0.65;0.0;0.0;1.24;0.07;0.03;0.03;199.99;0.0;0.0;0.0;0.0;-0.32;2;0;COCE3
1999;0.51;7.88;7.94;0.5;6.36;0.0;0.35;0.0;0.0;1.08;0.06;0.04;0.06;49.06;0.0;0.0;0.0;0.0;0.08;1;3;COCE3
2000;0.56;7.18;7.86;0.51;5.84;0.0;0.33;0.0;0.0;0.89;0.07;0.05;0.06;45.56;0.0;0.0;0.0;-0.01;0.0;1;0;COCE3
2001;0.77;9.73;7.73;0.97;6.67;0.0;0.5;0.0;0.0;1.3;0.1;0.05;0.08;29.15;0.0;0.052000000000000005;0.0;2.42;0.88;2;0;COCE3
2002;0.57;5.33;7.51;0.4;2.91;0.0;0.19;0.0;0.0;0.51;0.08;0.04;0.07;33.88;0.0;0.1595;0.0;20.97;0.0;5;0;COCE3
2003;0.63;6.04;7.3;0.52;3.65;0.0;0.24;0.0;0.0;0.58;0.09;0.04;0.07;33.04;0.0;0.2211;0.0;-0.71;0.31;2;0;COCE3
2004;0.27;12.98;7.36;0.48;5.86;0.0;0.23;0.0;0.0;0.41;0.04;0.02;0.04;57.03;0.0;0.0629;0.0;-0.62;-0.12;3;0;COCE3
2005;1.27;5.53;4.71;1.49;4.54;0.0;0.45;0.0;0.0;0.69;0.27;0.08;0.11;22.0;0.0;0.08710000000000001;0.0;0.36;1.0;3;0;COCE3
2006;1.97;6.82;5.01;2.68;4.92;0.0;0.83;0.0;0.0;1.23;0.39;0.12;0.18;12.14;0.0;0.0403;0.0;0.66;0.91;2;0;COCE3
2007;3.24;9.78;10.92;2.9;6.75;0.0;0.96;0.0;0.0;1.45;0.3;0.1;0.16;14.31;0.0;0.0;0.0;0.29;0.16;2;0;COCE3
2008;4.47;4.23;11.78;1.6;3.24;0.0;0.53;0.0;0.0;0.77;0.38;0.13;0.17;12.08;0.0;0.1661;0.0;-0.03;-0.26;5;0;COCE3
2009;4.34;7.49;13.33;2.44;5.65;0.0;0.88;0.0;0.0;1.18;0.33;0.12;0.16;12.38;0.0;0.10400000000000001;0.0;0.39;0.71;4;0;COCE3
2010;6.08;4.66;17.42;1.62;3.32;2.73;0.72;807.0;0.28;0.77;0.35;0.15;0.24;8.15;6.69;0.0968;0.45;0.56;-0.06;26;1;COCE3
2011;6.08;5.23;18.89;1.68;3.97;3.27;0.74;755.0;0.29;0.94;0.32;0.14;0.22;8.73;7.19;0.13449999999999998;0.7;0.23;0.28;21;0;COCE3
2012;5.41;8.31;20.04;2.24;6.44;5.32;0.98;657.0;0.23;1.21;0.27;0.12;0.17;9.95;8.22;0.079;0.65;0.23;0.56;17;0;COCE3
2013;2.04;21.84;20.11;2.22;13.89;8.64;1.03;402.0;0.14;1.22;0.1;0.05;0.09;21.91;13.63;0.0617;1.34;0.42;0.04;13;0;COCE3
2014;3.24;15.14;22.03;2.22;7.38;5.44;0.95;702.0;0.19;1.05;0.15;0.06;0.15;11.1;8.18;0.0202;0.3;-0.32;0.1;6;0;COCE3
2015;4.68;7.19;25.75;1.31;5.18;3.96;0.57;661.0;0.16;0.63;0.18;0.08;0.13;11.67;8.92;0.0161;0.11;-0.83;-0.05;2;0;COCE3
2016;5.05;8.34;29.71;1.42;5.86;0.0;0.67;0.0;0.0;0.8;0.17;0.08;0.13;9.97;0.0;0.022099999999999998;0.18;-0.35;0.4;2;0;COCE3
2017;5.63;8.65;33.16;1.47;6.12;4.69;0.66;808.0;0.18;0.82;0.17;0.08;0.13;9.24;7.08;0.0409;0.35;-0.39;0.16;2;0;COCE3
2018;4.71;8.06;36.76;1.03;5.7;3.99;0.46;741.0;0.15;0.58;0.13;0.06;0.09;12.31;8.62;0.0287;0.23;1.33;-0.2;5;0;COCE3
2019;5.21;9.97;40.0;1.3;7.18;4.85;0.47;835.0;0.16;0.75;0.13;0.05;0.07;11.84;8.0;0.0;0.36;0.01;0.3;0;0;COCE3
2020;3.43;21.17;41.49;1.75;14.35;6.85;0.6;825.0;0.14;0.96;0.08;0.03;0.05;17.5;8.35;0.0292;0.34;-0.04;0.48;3;0;COCE3
2021;3.46;25.28;42.48;2.06;17.71;8.12;0.69;837.0;0.14;1.13;0.08;0.03;0.05;18.88;8.66;0.0;0.48;0.1;0.2;3;0;COCE3
2008;-1.04;-12.78;9.65;1.38;-51.87;66.37;0.74;40.0;0.03;1.99;-0.11;-0.06;-0.01;-447.01;572.01;0.0;0.0;0.55;-0.2;150;2;HYPE3
2009;0.65;61.1;7.14;5.6;41.3;38.26;3.06;503.0;0.25;9.51;0.09;0.05;0.08;49.68;46.03;0.0;0.0;0.4;1.89;329;11;HYPE3
2010;0.48;46.93;9.23;2.44;20.17;18.67;1.24;661.0;0.21;3.91;0.05;0.03;0.08;37.41;34.62;0.0;0.0;0.84;0.1;3044;51;HYPE3
2011;-0.09;-96.61;10.63;0.8;12.62;9.94;0.4;534.0;0.16;1.6;-0.01;0.0;0.04;57.73;45.47;0.0141;-1.58;1.02;-0.61;7442;64;HYPE3
2012;0.33;50.49;10.97;1.51;13.49;11.98;0.82;868.0;0.22;2.69;0.03;0.02;0.07;31.88;28.31;0.0;0.0;1.04;0.85;9949;54;HYPE3
2013;0.41;43.21;11.2;1.58;12.43;11.13;0.89;1001.0;0.24;2.62;0.04;0.02;0.08;27.99;25.07;0.0091;0.4;0.61;0.07;9731;54;HYPE3
2014;0.64;25.99;11.83;1.41;11.55;10.32;0.76;1020.0;0.22;2.25;0.05;0.03;0.08;27.8;24.84;0.0;0.0;0.68;-0.05;7972;40;HYPE3
2015;0.89;24.47;12.7;1.71;15.53;13.85;0.87;991.0;0.34;4.64;0.07;0.04;0.07;27.74;24.75;0.0;0.0;0.79;0.34;9326;51;HYPE3
2016;1.86;14.05;13.93;1.88;15.44;14.48;1.44;1141.0;0.35;5.02;0.13;0.1;0.11;20.43;19.16;0.0191;0.27;0.39;0.26;11206;74;HYPE3
2017;1.53;23.54;12.24;2.94;19.6;18.4;2.25;1237.0;0.34;6.26;0.12;0.1;0.14;18.51;17.37;0.0436;0.42;0.58;0.41;10109;74;HYPE3
2018;1.79;16.88;13.08;2.31;15.52;14.48;1.81;1319.0;0.35;5.13;0.14;0.11;0.14;17.29;16.13;0.0321;0.56;0.53;-0.14;8375;62;HYPE3
2019;1.84;19.4;13.78;2.59;20.8;18.71;1.89;1206.0;0.37;6.85;0.13;0.1;0.12;19.82;17.83;0.030299999999999997;0.54;0.56;0.19;8848;63;HYPE3
2020;2.05;16.74;14.59;2.35;16.45;15.06;1.26;1440.0;0.35;5.31;0.14;0.08;0.11;17.53;16.05;0.0339;0.53;0.83;-0.01;16382;128;HYPE3
2021;2.15;16.17;14.76;2.36;15.39;14.19;1.23;1554.0;0.35;4.96;0.15;0.08;0.09;19.07;17.57;0.0256;0.54;0.87;0.06;13382;104;HYPE3
2009;0.68;26.98;6.71;2.74;15.47;14.89;1.84;156.0;0.2;3.01;0.1;0.07;0.12;56.02;53.94;0.0;0.41;0.6;0.01;1244;30;FLRY3
2010;0.99;26.92;7.7;3.46;20.7;17.36;2.63;202.0;0.23;4.02;0.13;0.1;0.23;46.26;38.78;0.0113;0.28;0.33;0.49;155;3;FLRY3
2011;0.65;32.77;10.44;2.05;23.71;16.75;1.18;200.0;0.18;2.97;0.06;0.04;0.06;59.39;41.96;0.009300000000000001;0.25;0.6;-0.2;351;5;FLRY3
2012;0.69;33.36;10.91;2.11;16.76;11.45;1.32;315.0;0.21;2.4;0.06;0.04;0.09;40.24;27.48;0.01;0.31;0.03;0.09;591;5;FLRY3
2013;0.4;46.38;10.81;1.7;16.92;10.33;0.9;278.0;0.17;1.74;0.04;0.02;0.07;51.27;31.32;0.0288;1.35;0.16;-0.16;1109;8;FLRY3
2014;0.56;28.91;10.06;1.62;13.05;8.25;0.79;308.0;0.18;1.52;0.06;0.03;0.08;45.15;28.55;0.0786;2.27;0.31;-0.04;699;6;FLRY3
2015;0.68;23.37;10.59;1.51;10.64;6.98;0.78;358.0;0.19;1.32;0.06;0.03;0.09;36.75;24.12;0.0062;0.15;0.3;0.01;666;3;FLRY3
2016;1.47;24.25;9.77;3.65;16.43;11.61;1.87;482.0;0.23;2.69;0.15;0.08;0.14;25.51;18.03;0.0687;1.66;0.31;1.5;2424;15;FLRY3
2017;1.02;28.94;5.42;5.46;19.49;15.04;2.64;620.0;0.26;3.91;0.19;0.09;0.18;18.1;13.97;0.026000000000000002;0.4;0.49;0.74;4955;41;FLRY3
2018;1.05;18.78;5.53;3.58;12.41;9.03;1.6;693.0;0.26;2.35;0.19;0.09;0.17;17.3;12.59;0.042;0.91;0.83;-0.31;8514;46;FLRY3
2019;0.99;30.7;5.55;5.5;17.24;10.98;1.9;881.0;0.3;3.33;0.18;0.06;0.14;16.08;10.25;0.0334;0.97;0.84;0.59;8576;44;FLRY3
2020;0.82;33.1;5.52;4.9;17.9;10.24;1.55;837.0;0.28;2.89;0.15;0.05;0.11;19.07;10.91;0.027000000000000003;0.88;0.72;-0.11;12931;63;FLRY3
2021;1.01;26.16;5.33;4.93;14.66;9.01;1.52;926.0;0.29;2.65;0.19;0.06;0.13;17.68;10.86;0.0274;0.85;0.57;0.0;9782;48;FLRY3
2004;-0.32;-75.37;4.55;5.25;128.12;0.0;2.41;0.0;0.0;2.87;-0.07;-0.03;0.02;2997.23;0.0;0.0;0.0;0.17;0.0;156;7;DASA3
2005;0.21;212.0;4.96;8.77;55.52;19.67;3.93;119.0;0.22;4.42;0.04;0.02;0.07;714.1;252.99;0.0;0.0;0.29;0.73;91;5;DASA3
2006;0.31;145.58;8.17;5.59;55.75;19.18;2.57;137.0;0.2;3.91;0.04;0.02;0.05;642.13;220.92;0.0;0.0;0.75;0.06;164;6;DASA3
2007;1.01;36.52;8.94;4.13;40.73;11.9;1.74;178.0;0.21;2.47;0.11;0.05;0.04;581.64;169.9;0.0003;0.0;0.7;-0.19;232;10;DASA3
2008;-0.19;-117.31;8.36;2.69;16.33;5.26;0.7;245.0;0.22;1.13;-0.02;-0.01;0.04;390.55;125.75;0.0102;-1.18;0.61;-0.39;181;9;DASA3
2009;1.5;38.04;9.39;6.07;22.1;12.94;2.02;253.0;0.18;2.36;0.16;0.05;0.09;206.32;120.8;0.0072;0.0;0.58;1.53;347;12;DASA3
2010;0.43;52.61;2.68;8.4;17.6;13.4;2.65;385.0;0.26;3.43;0.16;0.05;0.19;103.4;78.74;0.0058;0.23;0.41;0.57;1293;19;DASA3
2011;0.47;32.98;8.18;1.89;12.87;9.62;1.12;500.0;0.23;2.21;0.06;0.03;0.1;81.97;61.28;0.006500000000000001;0.18;0.43;-0.3;2888;26;DASA3
2012;0.28;47.1;8.39;1.57;16.66;10.31;0.96;398.0;0.18;1.81;0.03;0.02;0.06;124.74;77.19;0.0023;0.41;0.56;-0.17;5005;31;DASA3
2013;0.43;34.01;8.72;1.67;15.6;10.41;0.96;434.0;0.17;1.82;0.05;0.03;0.07;105.88;70.7;0.0048;0.15;0.64;0.05;5372;24;DASA3
2014;0.27;40.73;8.92;1.25;13.9;8.27;0.75;418.0;0.16;1.28;0.03;0.02;0.06;123.0;73.2;0.009000000000000001;0.36;0.25;-0.22;489;6;DASA3
2015;0.08;120.77;8.97;1.13;19.62;9.09;0.67;345.0;0.12;1.12;0.01;0.01;0.04;191.32;88.66;0.0059;0.73;0.16;0.0;58;0;DASA3
2016;0.31;57.35;9.2;1.92;18.35;77.74;1.07;71.0;0.02;1.81;0.03;0.02;0.07;101.76;431.03;0.005600000000000001;0.23;-0.13;0.74;15;0;DASA3
2017;0.44;63.07;10.64;2.58;25.45;15.22;1.37;563.0;0.17;2.52;0.04;0.02;0.06;92.1;55.1;0.0;0.26;0.34;0.6;3;0;DASA3
2018;0.6;45.02;10.65;2.54;24.33;13.9;1.17;605.0;0.15;2.14;0.06;0.03;0.06;90.47;51.7;0.0;0.94;0.27;-0.04;3;0;DASA3
2019;0.42;138.74;10.36;5.57;45.67;21.28;2.06;854.0;0.2;4.16;0.04;0.01;0.05;79.86;37.22;0.0;1.2;0.09;1.06;1;0;DASA3
2020;-0.31;-237.09;7.36;9.86;208.7;37.39;2.61;932.0;0.13;4.95;-0.04;-0.01;0.02;201.58;36.11;0.0;-1.39;0.06;0.26;4;0;DASA3
2021;-0.17;-361.13;7.34;8.39;146.6;25.4;2.11;1166.0;0.15;3.72;-0.02;-0.01;0.02;165.11;28.61;0.0;-0.41;0.39;-0.13;619;13;DASA3
2002;-1.17;-8.55;17.27;0.58;47.18;0.0;0.32;0.0;0.0;1.03;-0.07;-0.04;0.01;329.29;0.0;0.035;0.0;1.14;-0.42;227;6;CPLE6
2003;0.62;21.89;17.75;0.77;35.11;0.0;0.41;0.0;0.0;1.24;0.03;0.02;0.01;177.77;0.0;0.0;0.0;1.31;0.37;432;9;CPLE6
2004;1.45;8.0;18.93;0.61;5.32;0.0;0.32;0.0;0.0;0.81;0.08;0.04;0.07;31.35;0.0;0.0138;0.0;1.22;-0.13;461;9;CPLE6
2005;1.9;9.47;20.57;0.87;6.18;4.36;0.45;1129.0;0.23;1.01;0.09;0.05;0.08;23.78;16.76;0.0206;0.19;1.08;0.62;457;12;CPLE6
2006;4.59;5.44;24.29;1.03;4.35;3.5;0.57;1952.0;0.36;1.27;0.19;0.11;0.14;12.38;9.98;0.018799999999999997;0.09;0.95;0.37;649;18;CPLE6
2007;4.16;6.44;27.29;0.98;4.65;3.65;0.59;2008.0;0.37;1.35;0.15;0.09;0.13;12.03;9.46;0.0403;0.26;0.8;0.1;848;24;CPLE6
2008;4.01;5.99;30.3;0.79;4.5;3.52;0.5;1865.0;0.34;1.2;0.13;0.08;0.11;12.83;10.05;0.0429;0.25;0.77;-0.07;1190;22;CPLE6
2009;3.84;9.65;33.19;1.12;7.44;5.78;0.73;1753.0;0.31;1.8;0.12;0.08;0.1;13.63;10.59;0.044500000000000005;0.39;0.49;0.53;1733;18;CPLE6
2010;3.69;11.23;41.27;1.01;10.99;7.21;0.64;1575.0;0.23;1.65;0.09;0.06;0.07;15.95;10.46;0.0154;0.2;0.4;0.1;1945;23;CPLE6
2011;4.3;9.05;44.1;0.88;7.83;5.57;0.56;1912.0;0.25;1.37;0.1;0.06;0.08;12.82;9.11;0.0416;0.34;0.53;-0.03;2316;26;CPLE6
2012;2.66;11.9;45.67;0.69;8.66;5.6;0.41;1550.0;0.18;1.02;0.06;0.03;0.06;17.95;11.6;0.023700000000000002;0.31;0.44;-0.16;2604;23;CPLE6
2013;4.03;7.58;47.24;0.65;6.81;4.57;0.36;1829.0;0.2;0.91;0.09;0.05;0.06;15.72;10.54;0.0747;0.54;0.8;0.02;2664;19;CPLE6
2014;4.88;7.36;50.0;0.72;5.75;4.2;0.38;2340.0;0.17;0.71;0.1;0.05;0.07;12.71;9.29;0.066;0.5;0.92;0.28;3376;20;CPLE6
2015;4.63;5.25;53.29;0.46;3.48;2.57;0.23;2585.0;0.18;0.45;0.09;0.04;0.08;11.92;8.8;0.0383;0.24;0.93;-0.27;3609;21;CPLE6
2016;3.47;7.89;55.38;0.49;3.66;5.61;0.25;1336.0;0.1;0.57;0.06;0.03;0.07;11.96;18.29;0.045700000000000005;0.39;1.33;0.24;3779;19;CPLE6
2017;4.09;6.1;56.75;0.44;3.18;2.37;0.21;2879.0;0.21;0.49;0.07;0.03;0.07;11.92;8.9;0.1186;0.45;1.27;-0.02;3792;21;CPLE6
2018;5.28;5.79;59.7;0.51;3.49;2.66;0.23;3143.0;0.21;0.56;0.09;0.04;0.07;11.02;8.39;0.038;0.21;0.99;0.32;4175;21;CPLE6
2019;7.54;9.16;64.31;1.07;5.92;4.41;0.49;4285.0;0.26;1.16;0.12;0.05;0.09;8.0;5.95;0.0233;0.18;0.77;1.3;4508;43;CPLE6
2020;14.29;5.24;74.0;1.01;4.82;3.9;0.44;5263.0;0.28;1.1;0.19;0.08;0.1;5.55;4.49;0.0414;0.16;0.97;0.14;7132;86;CPLE6
2021;1.53;3.86;7.14;0.83;3.65;2.86;0.34;5670.0;0.29;0.83;0.21;0.09;0.1;5.25;4.1;0.5236;0.15;0.99;-0.2;14877;78;CPLE6
2002;-1.17;-6.84;17.27;0.46;37.75;0.0;0.26;0.0;0.0;0.82;-0.07;-0.04;0.01;329.29;0.0;0.0388;0.0;0.84;-0.51;33;1;CPLE3
2003;0.62;14.0;17.75;0.49;22.46;0.0;0.26;0.0;0.0;0.8;0.03;0.02;0.01;177.77;0.0;0.0;0.0;0.9;0.11;61;1;CPLE3
2004;1.45;6.76;18.93;0.52;4.49;0.0;0.27;0.0;0.0;0.68;0.08;0.04;0.07;31.35;0.0;0.015300000000000001;0.0;0.86;0.14;40;1;CPLE3
2005;1.9;7.87;20.57;0.73;5.14;3.62;0.37;1129.0;0.23;0.84;0.09;0.05;0.08;23.78;16.76;0.022099999999999998;0.19;0.67;0.6;16;1;CPLE3
2006;4.59;4.68;24.29;0.89;3.74;3.01;0.49;1952.0;0.36;1.09;0.19;0.11;0.14;12.38;9.98;0.02;0.09;0.78;0.46;19;1;CPLE3
2007;4.16;7.09;27.29;1.08;5.12;4.02;0.65;2008.0;0.37;1.49;0.15;0.09;0.13;12.03;9.46;0.0332;0.26;0.63;0.41;23;1;CPLE3
2008;4.01;5.49;30.3;0.73;4.12;3.23;0.45;1865.0;0.34;1.1;0.13;0.08;0.11;12.83;10.05;0.042699999999999995;0.25;0.64;-0.21;9;2;CPLE3
2009;3.84;9.51;33.19;1.1;7.33;5.7;0.72;1753.0;0.31;1.78;0.12;0.08;0.1;13.63;10.59;0.041100000000000005;0.39;0.28;0.71;13;2;CPLE3
2010;3.69;10.29;41.27;0.92;10.07;6.6;0.58;1575.0;0.23;1.51;0.09;0.06;0.07;15.95;10.46;0.0155;0.2;0.35;0.02;11;1;CPLE3
2011;4.3;7.68;44.1;0.75;6.65;4.73;0.47;1912.0;0.25;1.16;0.1;0.06;0.08;12.82;9.11;0.044500000000000005;0.34;0.32;-0.1;22;1;CPLE3
2012;2.66;9.46;45.67;0.55;6.88;4.45;0.33;1550.0;0.18;0.81;0.06;0.03;0.06;17.95;11.6;0.027000000000000003;0.31;0.27;-0.21;45;1;CPLE3
2013;4.03;5.54;47.24;0.47;4.97;3.34;0.26;1829.0;0.2;0.66;0.09;0.05;0.06;15.72;10.54;0.0933;0.54;0.74;-0.06;91;1;CPLE3
2014;4.88;5.1;50.0;0.5;3.98;2.91;0.27;2340.0;0.17;0.49;0.1;0.05;0.07;12.71;9.29;0.0859;0.5;0.73;0.25;216;2;CPLE3
2015;4.63;3.46;53.29;0.3;2.29;1.69;0.15;2585.0;0.18;0.3;0.09;0.04;0.08;11.92;8.8;0.0525;0.24;0.94;-0.31;210;2;CPLE3
2016;3.47;5.5;55.38;0.34;2.55;3.91;0.17;1336.0;0.1;0.4;0.06;0.03;0.07;11.96;18.29;0.059699999999999996;0.39;1.13;0.32;136;1;CPLE3
2017;4.09;5.23;56.75;0.38;2.73;2.03;0.18;2879.0;0.21;0.42;0.07;0.03;0.07;11.92;8.9;0.12619999999999998;0.45;0.98;0.21;225;1;CPLE3
2018;5.28;5.64;59.7;0.5;3.41;2.59;0.23;3143.0;0.21;0.55;0.09;0.04;0.07;11.02;8.39;0.0356;0.21;0.77;0.5;357;2;CPLE3
